id,rating,reviewable_type,entity_id,comment,manual_label
77,5,hotel,3,"We've stayed at Ocean Club twice already. Never failed to delight us. Staff was always polite and friendly. We like the breakfast buffet.",positive,
78,5,hotel,3,"We had a great time. super enjoy kami lalo na mga kids 😍 the staffs are SUPERB!!!!",positive,
79,4,hotel,3,"Everything about this hotel was great.",positive,
80,5,hotel,3,"Thank you for your comfortable and luxurious hotel experience!",positive,
81,4,hotel,3,"It's amazing to enjoy all these amenities in just one hotel.",positive,
82,5,hotel,3,"They are so amenable to all our request and keep us safe.",positive,
83,4,hotel,3,"Loved the rooftop pool and the entertainment it provided.",positive,
84,4,hotel,3,"Exceptional location. 1002 White Beach Path, Station 3. Hygiene Plus.",positive,
85,4,hotel,3,"Great Breakfast and Airport transfer included. Perfect spot on the beach.",positive,
86,5,hotel,4,"Henann Garden Resort Boracay exceeded my expectations in every way and made my Boracay getaway truly unforgettable... The rooms are spacious, modern, and impeccably clean.",positive,
87,5,hotel,4,"Excellent ambience and very good service. Great place for a vacation. Very pleasant and helpful staffs.",positive,
88,5,hotel,4,"This property is excellent, courteous staff, amazing ambience... Perfect for family vacation in Boracay. D mall accessible easily from the property.",positive,
89,5,hotel,4,"Great experience overall right from the check in. The Henann Garden Resort staff was pleasant throughout. Good and quick service. The pool area was nice and clean.",positive,
90,4,hotel,4,"They made sure that your stay is comfortable and convenient.",positive,
91,5,hotel,4,"The room is clean and the environment is very comfortable.",positive,
92,5,hotel,4,"The place is great, the room is nice, clean and spacious.",positive,
93,5,hotel,4,"Friendly staff great location would definitely stay again",positive,
94,5,hotel,4,"We have been going to this hotel for the last six years.",neutral,
95,5,hotel,4,"Exceptional location. Station 2. Beach and free Wi-Fi.",positive,
96,5,hotel,5,"If you aren't too picky about your room and want to save money without sacrificing a decent place to stay, this hotel is perfect for you. It's located in Station 1, with very easy access to the beachfront.",positive,
97,5,hotel,5,"Excellent Excellent Excellent Excellent Excellent Excellent.",positive,
98,5,hotel,5,"I stayed at My Station in Station 1... nice budget-friendly choice with a prime location. The rooms are basic but cozy.",positive,
99,5,hotel,5,"We had a pleasant stay at this hotel. It was clean, convenient, and definitely budget-friendly. The best part is its location—just less than a minute's walk to the shore.",positive,
100,5,hotel,5,"value for money. really good location. stone throw away from the beach. very nice staff. my request was granted even in a short notice.",positive,
101,3,hotel,5,"Overall very good value because of excellent location, clean rooms with cable TV and good aircon, accomodating staff, and cheap price.",positive,
102,4,hotel,5,"It was clean, convenient, and definitely budget-friendly.",positive,
103,5,hotel,5,"Affordable, clean, close to the beach and nice staff!",positive,
104,5,hotel,5,"Great accommodation near the beach and activities",positive,
105,5,hotel,5,"The staff were incredibly friendly and attentive.",positive,
106,5,hotel,6,"Amazing atmosphere by the staff and people from around the world that You meet and in couple of hours have the best time of your life. It's very close to the beach.",positive,
107,5,hotel,6,"Amazing Staff!",positive,
108,5,hotel,6,"Great hostel experience, perfect for meeting people.",positive,
109,5,hotel,6,"Very clean rooms for a hostel. The vibe is unbeatable.",positive,
110,4,hotel,6,"Loved the pasta nights and the bar area. Very social.",positive,
111,5,hotel,6,"Staff is super friendly and helps with everything.",positive,
112,5,hotel,6,"Perfect location in Station 2, just a few minutes from the beach.",positive,
113,5,hotel,6,"Will definitely stay here again next time I'm in Boracay.",positive,
114,4,hotel,6,"Good value for money. Beds were comfortable.",positive,
115,5,hotel,6,"The best hostel on the island hands down.",positive,
116,5,hotel,7,"Very chill and relaxing vibe away from the busy parts of Boracay.",positive,
117,4,hotel,7,"Loved the pet-friendly environment. The dogs were adorable.",positive,
118,5,hotel,7,"Great breakfast included. The staff makes you feel at home.",positive,
119,4,hotel,7,"The location at Bulabog beach is perfect for kite surfing.",positive,
120,5,hotel,7,"Rooms are clean and uniquely designed. Very cozy.",positive,
121,4,hotel,7,"Quiet area but just a short walk to D'Mall. Perfect balance.",positive,
122,5,hotel,7,"Incredible value for the price. Highly recommended.",positive,
123,4,hotel,7,"Staff were incredibly accommodating with our requests.",positive,
124,5,hotel,7,"The courtyard is a great place to hang out and read a book.",positive,
125,5,hotel,7,"Amazing little oasis. Will definitely return.",positive,
126,5,hotel,8,"Great place to meet people. The bar downstairs is super fun.",positive,
127,5,hotel,8,"Beds are comfy and have privacy curtains which is a big plus.",positive,
128,4,hotel,8,"Food at the restaurant is actually really good. Love the falafel.",positive,
129,4,hotel,8,"Very clean bathrooms and the AC works perfectly.",positive,
130,5,hotel,8,"Staff organizes great events and boat parties.",positive,
131,5,hotel,8,"Location is great, easy walk to the beach and clubs.",positive,
132,4,hotel,8,"Can get a bit loud at night, but it's a party hostel so expected.",neutral,
133,5,hotel,8,"Best hostel vibe I've experienced in the Philippines.",positive,
134,4,hotel,8,"Stayed in a private room. It was basic but clean and comfortable.",positive,
135,5,hotel,8,"Amazing staff, very helpful with booking tours.",positive,
136,5,hotel,9,"Beautiful boutique hotel. The interiors are very Instagrammable.",positive,
137,5,hotel,9,"Breakfast buffet was excellent with lots of variety.",positive,
138,5,hotel,9,"Less than a minute walk to Station 1 beach. Perfect location.",positive,
139,4,hotel,9,"The rooftop pool and jacuzzi were a great place to watch the sunset.",positive,
140,5,hotel,9,"Rooms are very spacious and the bed was incredibly comfortable.",positive,
141,4,hotel,9,"Staff were very attentive and provided excellent service.",positive,
142,5,hotel,9,"Very clean and modern facilities. Everything worked well.",positive,
143,5,hotel,9,"Quiet and peaceful despite being so close to the beach.",positive,
144,4,hotel,9,"Welcome drinks and cold towels upon arrival were a nice touch.",positive,
145,5,hotel,9,"Great value for a luxury-feel stay in Station 1.",positive,
146,5,hotel,13,"The staff always greeted me with bright smiles and took care of every detail, which made me feel good throughout my stay.",positive,
147,5,hotel,13,"The meals also changed daily and were fresh, which was satisfying... a near-perfect experience in terms of nature.",positive,
148,5,hotel,13,"Can't say anything, it's super beautiful!!!!",positive,
149,5,hotel,13,"The tours are all-inclusive, allowing for various experiences without needing to carry a wallet.",positive,
150,5,hotel,13,"Surrounded by kind and cheerful staff, I was able to enjoy a paradise resort that felt like another world.",positive,
151,5,hotel,13,"Each time we snorkeled here, we were also able to see two turtles! The staff were all cheerful and kind.",positive,
152,5,hotel,13,"The price is high, but everything is beautiful and so kind; the food and facilities are top-notch.",positive,
153,5,hotel,13,"Every meal was the best... Every room was incredibly clean, the air was fresh, and it's a hotel I want to visit again.",positive,
154,5,hotel,13,"Among the hotels owned by El Nido Resorts, this one has a cove in front, making it easy to snorkel.",positive,
155,5,hotel,13,"The 6 AM Big Lagoon tour, which can only be done at Miniloc, was fantastic.",positive,
156,5,hotel,17,"And we were really happy with the surprises they gave us.",positive,
157,5,hotel,17,"The staff were very friendly, respectful and responsive.",positive,
158,5,hotel,17,"Villa has a private pool and next to the bar.",positive,
159,5,hotel,17,"First of all the staff and food here are exceptional!",positive,
160,5,hotel,17,"Every little detail was meticulously catered to us.",positive,
161,4,hotel,17,"Sparkling clean. Excellent room comfort & quality.",positive,
162,5,hotel,17,"Very quiet and relaxing. The sunset view is incredible.",positive,
163,5,hotel,17,"The resort features a total of 7 beautifully designed rooms... unique blend of contemporary elegance.",positive,
164,4,hotel,17,"Great breakfast included. The private beach access is a huge plus.",positive,
165,5,hotel,17,"Highly recommend the beachfront villa. Absolutely gorgeous.",positive,
166,5,hotel,12,"I remember Red and Nick! The dining was good! The pizza was especially delicious. The breakfast omelet was really tasty, and the kayaking was the best.",positive,
167,5,hotel,12,"Incredible staff, facilities, food. And service. Hotel offered excursions were top notch. Overall, expensive but wonderful.",positive,
168,5,hotel,12,"Ehat and amazing experience. The staff were so attentive and the resort was clean and had lots to see and do.",positive,
169,5,hotel,12,"Amazing stay at Cauayan, absolutely paradise. The beachfront villas are stunning, looking out onto the bay with private sunbeds.",positive,
170,5,hotel,12,"The island was beautiful. The staff were very nice and helpful. The massage at night was awesome!",positive,
171,5,hotel,12,"The resort has a beautiful location on the island . The villas are all beautiful not so big but but well furbished.",positive,
172,5,hotel,12,"At the snorkeling spot on the back side of the island, I had the experience of being surrounded by thousands of fish for the first time.",positive,
173,5,hotel,12,"The service was beyond excellent. Staff are so lovely and ensure you enjoy your stay stress-free.",positive,
174,5,hotel,12,"Clean room staff are friendly and accommodate. We always feel VIP treatment the place is really beautiful.",positive,
175,5,hotel,12,"If you're looking for an indulgent escape where every moment is elevated by world-class service... Cauayan Island Resort is where dreams meet reality.",positive,
176,4,hotel,15,"This was on top of the list of best stays/ experiences ever.",positive,
177,5,hotel,15,"Our room was clean, comfortable, and thoughtfully designed.",positive,
178,5,hotel,15,"Everyone went the extra mile to make our stay fantastic!",positive,
179,5,hotel,15,"The place is comfortable, safe, clean and peaceful.",positive,
180,5,hotel,15,"A big thank you to the staff for an unforgettable experience",positive,
181,4,hotel,15,"Sparkling clean. Free airport transfer. Great Breakfast.",positive,
182,5,hotel,15,"Just a short 10-minute drive from the airport, this charming hotel ensures your journey begins and ends with ease.",positive,
183,4,hotel,15,"Guest reviews describe Charlie's as a quiet and peaceful hotel.",positive,
184,5,hotel,15,"Pool area is beautiful and well-maintained. Food at the restaurant was also great.",positive,
185,5,hotel,15,"They offer a complimentary shuttle service which is very convenient.",positive,
186,5,hotel,18,"Truly excellent location, facilities and outstanding staff.",positive,
187,5,hotel,18,"Excellent resort with outstanding facilities and good staff",positive,
188,5,hotel,18,"Overall excellent and worth the money you pay for.",positive,
189,5,hotel,18,"The service from end to finish was almost perfect.",positive,
190,5,hotel,18,"Excellent place to stay for a relaxed, laid-back vacation.",positive,
191,5,hotel,18,"Our stay at Lihim Resort in El Nido was truly unforgettable. From the moment we arrived, we were welcomed with genuine warmth and exceptional hospitality.",positive,
192,5,hotel,18,"This was by far the best resort I have ever stayed at in my many years of travel. The villas are outstandingly beautiful.",positive,
193,5,hotel,18,"Excellent stay at Lihim near El Nido. We loved the location and ability to take boats to El Nido. The butler service was outstanding!",positive,
194,5,hotel,18,"A gorgeous hotel in the jungle! A wonderful beach, where they take you on a boat from the hotel!",positive,
195,5,hotel,18,"A peaceful and well-maintained resort, ideal for families. The resort is very clean and well cared for.",positive,
196,5,hotel,16,"The staff is incredible (reception as well as restaurant/ pool, etc area), without asking making an extra effort, we felt extremely welcomed. Place is amazing",positive,
197,5,hotel,16,"Beautiful boutique design, very unique for El Nido.",positive,
198,5,hotel,16,"The sunset views from the beach club area are unmatched.",positive,
199,4,hotel,16,"Food at the restaurant is a bit pricey but absolutely delicious.",positive,
200,5,hotel,16,"Rooms are designed beautifully, very clean and comfortable.",positive,
201,5,hotel,16,"Great location in Corong-Corong, away from the noise of the main town.",positive,
202,5,hotel,16,"Highly recommend staying here for a romantic getaway.",positive,
203,4,hotel,16,"Wi-Fi was a bit slow, but that is expected in El Nido. Everything else was perfect.",neutral,
204,5,hotel,16,"Staff went above and beyond to organize our tours and transport.",positive,
205,5,hotel,16,"The pool area is stunning. We spent most of our time there.",positive,
206,5,hotel,10,"A stunning location, very comfortable villa, super friendly and helpful staff and fantastic complimentary boat trips. Also great snorkelling in front of the",positive,
207,5,hotel,10,"The epitome of luxury in El Nido. Outstanding service from start to finish.",positive,
208,5,hotel,10,"Beachfront villas are worth every penny. Waking up to that view is surreal.",positive,
209,5,hotel,10,"Food was exceptional, with a lot of variety every day.",positive,
210,5,hotel,10,"The private sunset cruise they organized for us was the highlight of our trip.",positive,
211,5,hotel,10,"Impeccable attention to detail. The eco-friendly initiatives are also commendable.",positive,
212,5,hotel,10,"Snorkeling right off the beach is fantastic. We saw baby sharks and turtles.",positive,
213,5,hotel,10,"The canopy villas offer amazing views of the surrounding islands.",positive,
214,5,hotel,10,"Staff makes you feel like royalty. Very accommodating to dietary restrictions.",positive,
215,5,hotel,10,"Simply the best resort in Palawan. Unforgettable experience.",positive,
216,5,hotel,11,"Very close to the airport which is super convenient. The Lio estate area is beautiful and quiet.",positive,
217,4,hotel,11,"Massive pool and direct access to a very clean, pristine beach.",positive,
218,5,hotel,11,"Rooms are standard Seda quality - clean, modern, and very comfortable.",positive,
219,5,hotel,11,"Breakfast buffet has a huge selection. The pastries were delicious.",positive,
220,5,hotel,11,"Great for families, the kids loved the pool and the wide open spaces.",positive,
221,4,hotel,11,"They offer a free shuttle to El Nido town which is very helpful.",positive,
222,5,hotel,11,"Staff are very professional and courteous. Check-in was a breeze.",positive,
223,5,hotel,11,"The beach is well-maintained and never feels crowded.",positive,
224,4,hotel,11,"Beautiful property, great amenities. Perfect for a relaxing vacation.",positive,
225,5,hotel,11,"Eco-friendly property in a great location. Lots of restaurants nearby at the Lio shops.",positive,
226,5,hotel,14,"Spin Designer Hostel - El Nido in Palawan, Philippines has consistently received exceptional customer ratings, with an impressive overall score of 9.1.",positive,
227,5,hotel,14,"Best hostel I've ever stayed at. The design is so cool and modern.",positive,
228,5,hotel,14,"Free breakfast is actually really good. Pancakes and eggs!",positive,
229,5,hotel,14,"Great place to meet other travelers. The common areas are very inviting.",positive,
230,5,hotel,14,"Beds are very comfortable and have their own light and plug.",positive,
231,5,hotel,14,"Showers have hot water and strong pressure, which is rare in El Nido.",positive,
232,5,hotel,14,"Staff organize great events like BBQ nights and pub crawls.",positive,
233,5,hotel,14,"Location is great, just a short walk to the main beach and restaurants.",positive,
234,4,hotel,14,"Very clean for a hostel. They clean the bathrooms multiple times a day.",positive,
235,5,hotel,14,"Wi-Fi actually works well in the common areas. Highly recommend.",positive,
